time (us), GPS_fixType, GPS_numSat, GPS_coord[0], GPS_coord[1], GPS_altitude, GPS_speed (m/s), GPS_ground_course, GPS_hdop, GPS_eph, GPS_epv, GPS_velned[0], GPS_velned[1], GPS_velned[2]
18087484, 2, 16, 47.5637768, -122.0828362, 14, 0.04, 358.2, 131, 234, 330, -3, -2, 9
18117611, 2, 16, 47.5637768, -122.0828362, 14, 0.04, 358.2, 131, 234, 330, -3, -2, 9
18258234, 2, 16, 47.5637769, -122.0828363, 14, 0.06, 358.2, 131, 232, 327, -6, 0, 9
18438908, 2, 16, 47.5637770, -122.0828363, 14, 0.06, 358.2, 131, 229, 323, -6, 0, 9
18659697, 2, 16, 47.5637772, -122.0828364, 14, 0.04, 358.2, 131, 226, 319, -4, -1, 10
18860491, 2, 16, 47.5637771, -122.0828365, 14, 0.11, 358.2, 131, 224, 315, -11, 0, 13
19061240, 2, 16, 47.5637772, -122.0828366, 14, 0.09, 358.2, 131, 221, 312, -9, 0, 25
19243879, 2, 16, 47.5637770, -122.0828367, 14, 0.09, 358.2, 131, 219, 308, -9, 0, 25
19623263, 2, 16, 47.5637768, -122.0828368, 14, 0.15, 358.2, 131, 215, 302, -15, 1, 37
19804499, 2, 16, 47.5637767, -122.0828369, 14, 0.24, 358.2, 131, 213, 300, -24, -2, 44
20407315, 2, 16, 47.5637767, -122.0828370, 14, 0.11, 358.2, 131, 208, 292, -11, 0, 35
20602843, 2, 16, 47.5637767, -122.0828371, 14, 0.13, 358.2, 131, 206, 289, -13, -2, 25
20850499, 2, 16, 47.5637770, -122.0828371, 14, 0.13, 358.2, 131, 204, 287, -13, -2, 25
21051321, 2, 16, 47.5637771, -122.0828372, 14, 0.05, 358.2, 131, 203, 284, -5, -1, 17
21251999, 2, 16, 47.5637771, -122.0828373, 14, 0.07, 358.2, 131, 201, 282, -7, -2, 17
21452813, 2, 16, 47.5637772, -122.0828373, 14, 0.06, 358.2, 131, 200, 280, -6, 2, 12
21651852, 2, 16, 47.5637771, -122.0828374, 14, 0.07, 358.2, 131, 199, 278, -6, -1, 11
21852562, 2, 16, 47.5637770, -122.0828374, 14, 0.07, 358.2, 131, 197, 276, -6, -1, 11
22053419, 2, 16, 47.5637769, -122.0828374, 14, 0.18, 358.2, 131, 196, 274, -18, 0, 31
22234100, 2, 16, 47.5637767, -122.0828374, 14, 0.05, 358.2, 131, 195, 272, -5, -1, 19
22454904, 2, 16, 47.5637769, -122.0828374, 14, 0.01, 358.2, 131, 194, 270, 0, -1, 10
22655923, 2, 16, 47.5637769, -122.0828375, 14, 0.05, 358.2, 131, 192, 269, -3, -3, 11
23057236, 2, 16, 47.5637768, -122.0828376, 14, 0.08, 358.2, 131, 190, 265, -8, -1, 18
23258131, 2, 16, 47.5637768, -122.0828377, 14, 0.19, 358.2, 131, 189, 264, -19, 1, 35
23438829, 2, 16, 47.5637768, -122.0828379, 14, 0.19, 358.2, 131, 188, 262, -19, 1, 35
23657812, 2, 16, 47.5637770, -122.0828379, 14, 0.05, 358.2, 131, 187, 261, -3, 4, 19
24059370, 2, 16, 47.5637768, -122.0828380, 14, 0.14, 358.2, 131, 185, 258, -14, 0, 21
24260263, 2, 16, 47.5637769, -122.0828381, 13, 0.05, 358.2, 131, 184, 257, 5, -1, 10
24661776, 2, 16, 47.5637770, -122.0828382, 13, 0.07, 358.2, 131, 183, 255, 7, -1, -7
24862564, 2, 16, 47.5637769, -122.0828380, 14, 0.07, 358.2, 131, 183, 254, 7, -1, -7
25063323, 2, 16, 47.5637772, -122.0828384, 14, 0.08, 358.2, 131, 182, 254, 3, 8, -22
25264068, 2, 16, 47.5637769, -122.0828383, 14, 0.13, 358.2, 131, 182, 253, 9, -10, -22
25464837, 2, 16, 47.5637764, -122.0828384, 13, 0.15, 358.2, 131, 181, 252, 11, 10, -16
25665568, 2, 16, 47.5637756, -122.0828386, 13, 0.18, 358.2, 131, 180, 252, 16, 9, -21
25866241, 2, 16, 47.5637752, -122.0828381, 13, 0.18, 358.2, 131, 180, 252, 16, 9, -21
26047154, 2, 17, 47.5637752, -122.0828381, 13, 0.32, 358.2, 124, 180, 252, 19, 26, -20
26067249, 2, 17, 47.5637754, -122.0828384, 13, 0.24, 358.2, 124, 180, 251, 24, 4, -20
26267954, 2, 17, 47.5637750, -122.0828388, 13, 0.24, 358.2, 124, 179, 251, 24, 1, -16
26346219, 2, 17, 47.5637750, -122.0828388, 13, 0.24, 358.2, 124, 179, 251, 24, 1, -16
26468866, 2, 17, 47.5637746, -122.0828394, 13, 0.14, 358.2, 124, 179, 250, 13, 3, -10
26669555, 2, 17, 47.5637740, -122.0828399, 13, 0.06, 358.2, 124, 178, 249, 4, 5, -11
26870339, 2, 17, 47.5637736, -122.0828401, 13, 0.06, 358.2, 124, 178, 248, 4, 5, -11
27069316, 2, 17, 47.5637734, -122.0828403, 13, 0.05, 358.2, 124, 177, 248, 4, 3, -11
27270003, 2, 17, 47.5637730, -122.0828403, 13, 0.06, 358.2, 124, 177, 247, -2, 6, -13
27450797, 2, 17, 47.5637728, -122.0828402, 13, 0.06, 358.2, 124, 176, 247, -2, 6, -13
27651675, 2, 17, 47.5637728, -122.0828403, 13, 0.08, 358.2, 124, 176, 246, 8, 2, -12
27852306, 2, 17, 47.5637724, -122.0828407, 13, 0.15, 358.2, 124, 175, 245, 15, 0, -14
28053114, 2, 17, 47.5637719, -122.0828417, 13, 0.06, 358.2, 124, 175, 244, 2, 5, -9
28253850, 2, 17, 47.5637715, -122.0828429, 13, 0.14, 358.2, 124, 174, 243, 14, -1, -4
28436518, 2, 17, 47.5637712, -122.0828432, 13, 0.14, 358.2, 124, 174, 242, 14, -1, -4
28653570, 2, 17, 47.5637710, -122.0828434, 13, 0.05, 358.2, 124, 173, 242, 3, 4, 1
28854242, 2, 17, 47.5637706, -122.0828435, 13, 0.07, 358.2, 124, 172, 241, -6, 5, 2
29034886, 2, 17, 47.5637704, -122.0828435, 13, 0.07, 358.2, 124, 172, 241, -6, 5, 2
29255903, 2, 17, 47.5637701, -122.0828438, 13, 0.04, 358.2, 124, 171, 241, 1, -4, 3
29456600, 2, 17, 47.5637697, -122.0828441, 13, 0.10, 358.2, 124, 171, 240, -8, -5, 7
29657479, 2, 17, 47.5637694, -122.0828447, 13, 0.09, 358.2, 124, 170, 239, -7, -5, 0
29856230, 2, 17, 47.5637691, -122.0828452, 13, 0.09, 358.2, 124, 169, 238, -7, -5, 0
30036866, 2, 17, 47.5637689, -122.0828456, 13, 0.10, 358.2, 124, 168, 237, -9, -4, 2
30257920, 2, 17, 47.5637686, -122.0828458, 13, 0.06, 358.2, 124, 168, 236, -6, 0, 2
30438597, 2, 16, 47.5637686, -122.0828458, 13, 0.06, 358.2, 126, 168, 236, -6, 0, 2
30458678, 2, 16, 47.5637685, -122.0828460, 13, 0.08, 358.2, 126, 168, 235, 3, -7, 0
30659396, 2, 16, 47.5637684, -122.0828460, 13, 0.03, 358.2, 126, 167, 234, -2, -3, -3
30860167, 2, 16, 47.5637682, -122.0828461, 13, 0.09, 358.2, 126, 167, 234, 2, -9, -11
31060888, 2, 16, 47.5637681, -122.0828461, 13, 0.10, 358.2, 126, 167, 233, 4, -9, -24
31241551, 2, 17, 47.5637681, -122.0828461, 13, 0.10, 358.2, 124, 167, 233, 4, -9, -24
31263648, 2, 17, 47.5637679, -122.0828460, 13, 0.11, 358.2, 124, 167, 232, 10, -5, -31
31442353, 2, 17, 47.5637682, -122.0828464, 13, 0.11, 358.2, 124, 167, 232, 10, -5, -31
31643071, 2, 17, 47.5637682, -122.0828463, 13, 0.23, 358.2, 124, 167, 231, 19, -13, -30
31863854, 2, 17, 47.5637683, -122.0828463, 13, 0.12, 358.2, 124, 166, 230, 12, -2, -21
32044723, 2, 17, 47.5637682, -122.0828464, 13, 0.12, 358.2, 124, 166, 229, 12, -2, -21
32265477, 2, 17, 47.5637679, -122.0828466, 13, 0.06, 358.2, 124, 165, 229, 6, -3, -17
32466136, 2, 17, 47.5637677, -122.0828469, 13, 0.03, 358.2, 124, 165, 228, -1, -3, -8
32667001, 2, 17, 47.5637672, -122.0828472, 13, 0.07, 358.2, 124, 164, 228, -5, -5, 6
32869721, 2, 16, 47.5637672, -122.0828472, 13, 0.07, 358.2, 126, 164, 228, -5, -5, 6
32887776, 2, 16, 47.5637669, -122.0828474, 13, 0.03, 358.2, 126, 164, 228, -2, -3, 5
33068711, 2, 16, 47.5637663, -122.0828476, 13, 0.09, 358.2, 126, 164, 227, 5, -8, 20
33269462, 2, 16, 47.5637660, -122.0828477, 13, 0.11, 358.2, 126, 163, 227, 8, -8, 17
33450076, 2, 17, 47.5637660, -122.0828477, 13, 0.11, 358.2, 124, 163, 227, 8, -8, 17
33470169, 2, 17, 47.5637655, -122.0828475, 13, 0.11, 358.2, 124, 163, 227, 8, -8, 17
33670976, 2, 17, 47.5637649, -122.0828474, 13, 0.06, 358.2, 124, 163, 226, -3, 6, 6
33871680, 2, 17, 47.5637641, -122.0828474, 13, 0.06, 358.2, 124, 162, 226, -4, -5, 2
34052299, 2, 16, 47.5637641, -122.0828474, 13, 0.06, 358.2, 126, 162, 226, -4, -5, 2
34072350, 2, 16, 47.5637633, -122.0828477, 13, 0.11, 358.2, 126, 162, 226, -6, -9, -5
34253077, 2, 16, 47.5637626, -122.0828474, 13, 0.11, 358.2, 126, 161, 225, -6, -9, -5
34453810, 2, 16, 47.5637620, -122.0828479, 13, 0.16, 358.2, 126, 161, 225, -15, -5, -13
34570247, 2, 16, 47.5637620, -122.0828479, 13, 0.28, 358.2, 126, 161, 225, -23, -16, -22
34634507, 2, 17, 47.5637620, -122.0828479, 13, 0.28, 358.2, 124, 161, 225, -23, -16, -22
34654558, 2, 17, 47.5637620, -122.0828486, 13, 0.28, 358.2, 124, 161, 226, -23, -16, -22
34855407, 2, 17, 47.5637609, -122.0828492, 13, 0.18, 358.2, 124, 160, 225, -1, -18, -20
35054236, 2, 17, 47.5637602, -122.0828496, 13, 0.39, 288.7, 124, 159, 225, -33, -21, -9
35254952, 2, 17, 47.5637587, -122.0828497, 13, 0.37, 232.4, 124, 159, 224, -37, 3, -16
35455836, 2, 17, 47.5637575, -122.0828502, 13, 0.28, 232.4, 124, 159, 223, -28, -2, -28
35636479, 2, 16, 47.5637575, -122.0828502, 13, 0.28, 232.4, 126, 159, 223, -28, -2, -28
35656563, 2, 16, 47.5637572, -122.0828502, 13, 0.15, 232.4, 126, 158, 222, -12, -9, -23
35837181, 2, 17, 47.5637572, -122.0828502, 13, 0.15, 232.4, 124, 158, 222, -12, -9, -23
35857262, 2, 17, 47.5637571, -122.0828505, 13, 0.09, 232.4, 124, 158, 222, 0, -9, -21
36056278, 2, 17, 47.5637567, -122.0828510, 13, 0.10, 232.4, 124, 158, 222, 3, -9, -15
36257003, 2, 17, 47.5637566, -122.0828512, 13, 0.09, 232.4, 124, 158, 222, 4, -8, -15
36457785, 2, 17, 47.5637563, -122.0828512, 13, 0.05, 232.4, 124, 157, 221, -3, 3, -9
36660577, 2, 17, 47.5637560, -122.0828515, 13, 0.05, 232.4, 124, 157, 221, -3, 3, -9
36859295, 2, 17, 47.5637557, -122.0828516, 12, 0.02, 232.4, 124, 157, 220, 0, -2, -7
37058338, 2, 17, 47.5637555, -122.0828520, 12, 0.02, 232.4, 124, 156, 220, 0, 2, 0
37259050, 2, 17, 47.5637553, -122.0828521, 12, 0.02, 232.4, 124, 156, 219, -1, -2, 3
37459789, 2, 17, 47.5637551, -122.0828522, 12, 0.00, 232.4, 124, 156, 219, 0, 0, 2
37660698, 2, 17, 47.5637549, -122.0828524, 12, 0.02, 232.4, 124, 156, 218, -1, -1, 7
37861457, 2, 17, 47.5637546, -122.0828525, 12, 0.06, 232.4, 124, 155, 218, -6, 2, 15
38080510, 2, 17, 47.5637536, -122.0828529, 12, 0.11, 232.4, 124, 155, 218, -10, -4, 19
38261157, 2, 17, 47.5637526, -122.0828531, 12, 0.07, 232.4, 124, 155, 218, 7, 3, 16
38461899, 2, 17, 47.5637516, -122.0828537, 12, 0.04, 232.4, 124, 154, 218, -3, -2, 16
38662664, 2, 17, 47.5637504, -122.0828538, 12, 0.13, 232.4, 124, 154, 218, -13, -3, 13
38863306, 2, 17, 47.5637491, -122.0828540, 12, 0.13, 232.4, 124, 153, 218, -13, -3, 13
39064071, 2, 17, 47.5637486, -122.0828538, 12, 0.10, 232.4, 124, 153, 218, -9, 4, 19
39264937, 2, 17, 47.5637483, -122.0828539, 11, 0.09, 232.4, 124, 153, 218, 1, -9, 24
39465658, 2, 17, 47.5637481, -122.0828538, 11, 0.05, 232.4, 124, 153, 218, -5, -2, 13
39666555, 2, 17, 47.5637472, -122.0828542, 11, 0.18, 232.4, 124, 153, 218, -18, 1, 21
39867231, 2, 17, 47.5637463, -122.0828539, 11, 0.25, 232.4, 124, 153, 218, -22, 13, 10
40067997, 2, 17, 47.5637457, -122.0828543, 11, 0.10, 232.4, 124, 153, 218, -3, -9, 12
40268799, 2, 17, 47.5637452, -122.0828538, 11, 0.15, 232.4, 125, 153, 217, -11, 11, 7
40469502, 2, 17, 47.5637447, -122.0828536, 11, 0.03, 232.4, 125, 153, 217, -2, -2, 5
40690265, 2, 17, 47.5637443, -122.0828528, 11, 0.05, 232.4, 125, 153, 217, -4, 4, -1
40870999, 2, 17, 47.5637441, -122.0828523, 11, 0.05, 232.4, 125, 153, 216, -4, 4, -1
41069885, 2, 17, 47.5637440, -122.0828520, 11, 0.01, 232.4, 125, 152, 216, 0, -1, -3
41270712, 2, 17, 47.5637439, -122.0828520, 11, 0.02, 232.4, 125, 152, 216, 2, 1, -12
41471559, 2, 17, 47.5637439, -122.0828518, 11, 0.11, 232.4, 125, 152, 215, 9, -6, -6
41672275, 2, 17, 47.5637442, -122.0828523, 11, 0.12, 232.4, 125, 152, 215, 9, 8, -18
41893013, 2, 17, 47.5637439, -122.0828521, 11, 0.12, 232.4, 125, 152, 215, 7, 10, -25
42072013, 2, 17, 47.5637438, -122.0828523, 11, 0.12, 232.4, 125, 152, 215, 7, 10, -25
42292763, 2, 17, 47.5637439, -122.0828526, 11, 0.07, 232.4, 125, 152, 216, 7, 3, -23
42473477, 2, 17, 47.5637447, -122.0828531, 11, 0.07, 232.4, 125, 153, 216, 7, 3, -23
42674268, 2, 17, 47.5637449, -122.0828528, 11, 0.29, 232.4, 125, 154, 217, 27, -13, -29
42794691, 2, 17, 47.5637449, -122.0828528, 11, 0.10, 232.4, 125, 154, 217, 3, 9, -33
42874998, 2, 17, 47.5637453, -122.0828526, 11, 0.10, 232.4, 125, 154, 217, 3, 9, -33
43073929, 2, 17, 47.5637456, -122.0828528, 11, 0.21, 232.4, 125, 154, 218, 21, -5, -24
43274590, 2, 17, 47.5637459, -122.0828528, 11, 0.21, 232.4, 125, 154, 219, 21, -5, -24
43475283, 2, 17, 47.5637461, -122.0828522, 11, 0.21, 232.4, 125, 154, 219, 21, -4, -14
43676172, 2, 17, 47.5637462, -122.0828519, 11, 0.22, 232.4, 125, 154, 219, 22, 2, -8
43876876, 2, 17, 47.5637459, -122.0828519, 11, 0.10, 232.4, 125, 154, 219, 9, -3, -3
44057459, 2, 17, 47.5637458, -122.0828516, 11, 0.13, 232.4, 125, 154, 219, -13, 4, 5
44236344, 2, 18, 47.5637458, -122.0828516, 11, 0.05, 232.4, 116, 154, 219, -5, 1, 10
44256417, 2, 18, 47.5637455, -122.0828519, 11, 0.05, 232.4, 116, 154, 219, -5, 1, 10
44437080, 2, 17, 47.5637455, -122.0828519, 11, 0.19, 232.4, 125, 154, 219, -19, -2, 15
44457158, 2, 17, 47.5637455, -122.0828529, 11, 0.19, 232.4, 125, 153, 218, -19, -2, 15
44657964, 2, 17, 47.5637447, -122.0828537, 11, 0.21, 232.4, 125, 153, 218, -21, 5, 17
44858680, 2, 17, 47.5637439, -122.0828538, 11, 0.32, 218.7, 125, 153, 218, -30, -12, 37
45059436, 2, 17, 47.5637423, -122.0828531, 11, 0.45, 191.1, 125, 153, 218, -45, 1, 28
45260180, 2, 18, 47.5637411, -122.0828537, 11, 0.87, 169.3, 116, 153, 218, -83, 27, 28
45462888, 2, 17, 47.5637408, -122.0828536, 11, 0.70, 178.9, 125, 154, 219, -67, -21, 47
45661607, 2, 17, 47.5637402, -122.0828540, 11, 0.43, 185.4, 125, 154, 219, -42, -11, 41
45860596, 2, 17, 47.5637393, -122.0828541, 11, 0.43, 185.4, 125, 154, 220, -42, -11, 41
46061310, 2, 17, 47.5637386, -122.0828544, 11, 0.40, 188.0, 125, 155, 220, -39, -8, 25
46262000, 2, 17, 47.5637385, -122.0828547, 11, 0.40, 188.0, 125, 154, 221, -39, -8, 25
46462747, 2, 17, 47.5637375, -122.0828545, 11, 0.42, 173.5, 125, 154, 221, -41, 11, 6
46663459, 2, 17, 47.5637366, -122.0828540, 11, 0.42, 173.5, 125, 153, 221, -41, 11, 6
46864128, 2, 17, 47.5637360, -122.0828529, 11, 0.25, 173.5, 125, 153, 221, -24, 8, 2
47064972, 2, 17, 47.5637352, -122.0828529, 11, 0.36, 173.5, 125, 153, 221, -22, 28, -9
47265671, 2, 17, 47.5637347, -122.0828526, 11, 0.28, 173.5, 125, 153, 220, -28, -3, -10
47466346, 2, 17, 47.5637344, -122.0828522, 11, 0.37, 165.9, 125, 153, 219, -34, 13, -12
47665335, 2, 17, 47.5637339, -122.0828519, 11, 0.19, 165.9, 125, 153, 219, -18, -4, -14
47865968, 2, 17, 47.5637336, -122.0828522, 11, 0.19, 165.9, 125, 153, 219, -18, -4, -14
48066997, 2, 17, 47.5637329, -122.0828527, 11, 0.17, 165.9, 125, 153, 219, -13, -12, -10
48247674, 2, 17, 47.5637327, -122.0828521, 11, 0.22, 165.9, 125, 153, 219, -10, -20, -14
48468499, 2, 17, 47.5637323, -122.0828514, 11, 0.27, 165.9, 125, 154, 219, -10, 25, -14
48669289, 2, 17, 47.5637315, -122.0828505, 11, 0.23, 165.9, 125, 154, 220, 1, 23, 0
48870048, 2, 17, 47.5637314, -122.0828502, 11, 0.10, 165.9, 125, 154, 220, 8, 6, 5
49070748, 2, 17, 47.5637317, -122.0828491, 11, 0.42, 85.7, 125, 154, 221, 30, 30, 10
49253512, 2, 17, 47.5637317, -122.0828487, 11, 0.42, 85.7, 125, 154, 221, 30, 30, 10
49472377, 2, 17, 47.5637317, -122.0828480, 11, 0.13, 85.7, 125, 154, 222, 8, 11, 15
49693191, 2, 17, 47.5637317, -122.0828479, 11, 0.23, 71.5, 125, 154, 221, 20, 11, 21
49892145, 2, 17, 47.5637322, -122.0828478, 11, 0.32, 71.5, 125, 154, 222, 31, 10, 19
50072763, 2, 17, 47.5637326, -122.0828480, 11, 0.32, 71.5, 125, 155, 223, 31, 10, 19
50273644, 2, 17, 47.5637324, -122.0828484, 11, 0.13, 71.5, 125, 155, 224, 12, -4, 19
50494422, 2, 17, 47.5637324, -122.0828482, 11, 0.32, 71.5, 125, 155, 224, 32, 1, 27
50695141, 2, 17, 47.5637328, -122.0828486, 11, 0.29, 71.5, 125, 155, 225, 22, -19, 24
50873935, 2, 17, 47.5637334, -122.0828486, 10, 0.29, 71.5, 125, 155, 225, 22, -19, 24
51018510, 2, 17, 47.5637334, -122.0828486, 10, 0.38, 26.5, 125, 155, 225, 37, -5, 15
51094790, 2, 17, 47.5637332, -122.0828485, 10, 0.21, 26.5, 125, 155, 225, 19, -7, 22
51295592, 2, 17, 47.5637335, -122.0828489, 10, 0.38, 357.9, 125, 154, 225, 34, -16, 33
51496473, 2, 17, 47.5637332, -122.0828486, 10, 0.24, 357.9, 125, 154, 225, 21, 12, 27
51677156, 2, 17, 47.5637337, -122.0828486, 10, 0.24, 357.9, 125, 154, 225, 21, 12, 27
51896363, 2, 17, 47.5637342, -122.0828487, 10, 0.35, 357.9, 125, 155, 225, 34, -9, 22
52077101, 2, 17, 47.5637349, -122.0828489, 10, 0.35, 357.9, 125, 155, 225, 34, -9, 22
52297903, 2, 17, 47.5637346, -122.0828491, 10, 0.08, 356.5, 125, 154, 225, -5, -6, 18
52458507, 2, 17, 47.5637347, -122.0828501, 10, 0.08, 356.5, 125, 154, 224, -5, -6, 18
52659171, 2, 17, 47.5637346, -122.0828512, 10, 0.15, 356.5, 125, 154, 224, 11, -10, 13
52879974, 2, 17, 47.5637351, -122.0828512, 10, 0.27, 356.5, 125, 153, 224, 7, -26, 18
53080718, 2, 17, 47.5637350, -122.0828517, 10, 0.15, 2.9, 125, 153, 224, 13, -7, 4
53281465, 2, 17, 47.5637350, -122.0828515, 10, 0.16, 2.9, 125, 153, 223, 15, 6, -4
